# Fuel consumption dataset for FAST project
# Sources: US DOE fueleconomy.gov | EEA COPERT methodology | Natural Resources Canada fuel consumption guide
distance_km,avg_speed_kmh,vehicle_type,vehicle_mileage_kmpl,temperature_c,wind_speed_kmh,precipitation_mm,road_type,num_stops_per_km,fuel_consumed_litres
124.7,111.6,truck,3.8,-3.4,16.4,0.1,highway,0.5,59.906
44.1,41.0,suv,11.5,1.7,34.9,5.4,urban,3.14,9.297
17.1,15.7,suv,12.8,26.8,40.9,6.8,urban,4.61,4.778
129.4,37.9,car,19.0,28.1,12.3,0.5,mixed,2.34,14.983
50.3,52.5,suv,12.5,32.3,38.5,4.6,mixed,2.28,7.787
171.5,41.6,car,14.8,31.0,40.2,4.1,mixed,1.2,19.634
387.6,79.1,suv,9.1,28.0,12.5,0.6,highway,0.25,46.501
359.6,88.1,bike,49.1,33.3,2.1,1.6,highway,0.47,9.448
307.4,107.6,suv,12.2,23.8,10.2,1.6,highway,0.25,37.188
427.0,102.9,truck,3.9,8.0,10.0,4.3,highway,0.25,163.25
144.6,34.2,bike,51.2,40.6,3.3,5.5,urban,4.86,9.521
443.1,54.0,truck,5.3,-4.1,36.3,0.3,mixed,1.03,125.823
202.6,35.9,car,18.7,13.3,19.0,2.5,mixed,1.97,22.661
203.4,79.3,truck,7.2,31.4,44.2,4.3,mixed,1.16,40.861
205.6,40.1,suv,9.2,16.4,12.6,4.6,urban,3.08,44.4
53.6,16.6,car,12.2,-3.8,22.7,0.5,urban,3.4,13.721
487.9,99.8,suv,13.5,-1.7,32.0,2.2,highway,0.12,56.126
73.6,82.5,truck,6.0,27.4,43.9,5.8,highway,0.45,15.838
173.7,52.5,car,19.0,43.2,26.2,1.2,mixed,1.54,16.575
163.1,93.6,car,20.4,22.6,18.7,1.7,highway,0.26,10.304
42.0,17.5,suv,13.6,20.3,43.4,4.9,urban,4.45,11.118
80.4,74.6,suv,14.7,10.9,15.5,0.3,highway,0.37,6.45
27.2,31.4,suv,11.8,7.8,4.0,5.9,urban,4.64,6.749
149.7,66.1,suv,11.4,-4.0,22.3,1.1,mixed,1.33,19.98
434.0,113.2,car,16.0,8.6,39.3,0.0,highway,0.28,49.204
173.0,61.6,suv,9.1,17.5,1.5,0.8,mixed,1.83,27.87
66.2,70.4,bike,47.2,4.9,29.3,0.3,highway,0.16,1.672
324.6,33.4,car,14.8,-0.6,29.7,0.3,urban,3.84,63.655
498.3,41.7,bike,57.6,30.9,46.4,3.5,mixed,1.78,18.369
120.0,36.7,car,17.8,39.7,14.3,0.7,urban,4.7,20.527
143.4,48.6,car,17.9,41.8,13.9,8.2,mixed,1.48,13.973
486.1,96.6,car,15.5,25.9,22.0,2.2,highway,0.27,41.123
93.5,17.3,suv,8.4,-2.4,17.8,1.8,urban,2.56,30.901
258.1,25.3,car,12.3,32.0,36.8,1.7,urban,2.3,47.569
123.6,76.9,car,16.2,0.5,32.1,3.5,mixed,1.62,13.288
466.5,112.8,car,12.8,28.5,37.9,1.8,highway,0.14,60.454
490.9,35.4,car,18.1,34.0,41.0,0.4,mixed,1.3,53.525
408.3,31.6,car,20.8,31.3,46.1,6.4,urban,3.05,58.1
160.8,92.3,bike,56.5,42.6,21.5,1.7,highway,0.33,4.035
204.7,26.7,suv,12.6,31.9,49.2,0.2,urban,3.94,49.161
124.9,88.8,suv,9.5,29.7,10.8,2.3,highway,0.13,15.37
445.9,27.2,suv,14.0,8.1,35.7,3.1,urban,3.49,98.689
457.7,62.2,car,20.9,41.2,26.7,1.0,mixed,1.48,38.27
212.3,16.7,car,14.0,4.0,40.8,4.8,urban,4.87,55.484
330.0,40.7,truck,6.7,40.2,23.8,3.3,urban,2.64,98.627
86.9,43.8,car,14.9,10.6,39.2,3.2,urban,3.55,14.211
220.3,102.8,car,20.0,1.5,46.5,1.6,highway,0.43,19.519
317.6,78.2,bike,59.9,36.3,36.6,9.8,highway,0.15,6.106
195.8,43.2,car,12.3,-4.9,38.8,1.0,urban,4.79,43.323
182.0,76.1,car,21.0,36.6,3.4,2.6,highway,0.32,9.742
5.5,116.5,car,18.2,8.1,10.2,1.1,highway,0.48,0.573
403.1,38.0,car,21.7,39.2,48.7,4.1,urban,2.27,45.786
445.2,109.8,car,16.7,29.6,34.7,0.1,highway,0.23,43.728
484.9,86.6,suv,13.9,28.3,28.1,0.1,highway,0.34,42.166
361.0,20.6,suv,8.4,13.3,18.3,5.0,urban,2.48,104.065
276.7,94.7,suv,10.3,-2.0,2.2,1.7,highway,0.43,40.45
138.3,53.0,suv,8.5,36.5,18.5,1.3,mixed,1.82,24.62
499.7,38.4,truck,7.9,3.5,24.9,2.8,mixed,2.25,137.808
296.9,59.5,bike,54.5,13.6,10.6,3.6,mixed,1.45,9.094
342.2,72.3,car,20.5,25.0,8.7,0.7,highway,0.34,18.813
342.8,77.4,bike,58.1,19.1,25.4,0.6,mixed,1.87,11.407
423.4,68.3,suv,8.6,4.9,29.3,9.5,mixed,1.44,73.436
9.8,59.3,truck,4.9,2.0,12.0,2.7,mixed,1.04,2.645
114.0,82.9,car,12.7,1.2,29.4,1.5,highway,0.41,11.875
334.4,33.3,truck,4.1,38.2,45.0,4.9,urban,3.19,177.213
448.1,60.3,bike,36.9,-3.4,23.7,2.2,mixed,1.97,21.283
344.2,44.7,truck,5.3,43.9,42.9,0.8,urban,3.83,140.156
209.7,25.9,car,14.7,4.9,46.4,0.7,urban,4.82,46.804
184.0,40.4,bike,33.0,0.5,4.6,1.5,urban,4.02,13.985
370.3,31.0,car,13.7,23.8,4.8,5.9,urban,2.22,56.708
371.9,113.1,car,13.5,-1.0,23.8,0.2,highway,0.35,50.884
305.5,38.9,car,21.7,25.1,29.4,0.7,urban,4.67,45.949
149.3,84.1,car,19.6,37.5,21.3,6.7,highway,0.32,9.468
463.0,30.8,suv,14.8,-2.6,16.3,0.4,urban,4.97,109.247
278.2,74.2,car,16.4,35.0,32.0,3.0,highway,0.2,19.372
396.3,17.6,car,14.8,14.7,0.1,0.7,urban,2.23,67.245
111.1,90.2,suv,13.6,3.0,48.4,2.8,highway,0.15,12.095
175.3,42.3,suv,10.3,3.8,11.6,1.4,urban,3.09,36.05
437.9,75.8,car,15.0,40.9,45.9,0.3,mixed,1.01,42.107
29.8,93.0,car,14.3,0.5,5.5,2.6,highway,0.44,2.974
258.6,82.6,bike,33.9,38.3,11.9,3.4,highway,0.38,9.425
243.4,88.7,car,14.6,22.2,11.7,3.4,highway,0.42,20.174
376.9,73.3,suv,10.5,-3.0,49.8,3.0,mixed,1.66,62.377
144.5,31.0,car,18.7,18.2,0.2,2.1,urban,2.1,16.746
113.4,32.9,car,12.6,35.9,32.0,2.2,urban,3.78,22.644
463.4,93.5,suv,9.5,31.3,43.5,3.0,highway,0.18,65.323
288.0,24.0,bike,54.3,19.4,33.6,3.5,urban,3.04,16.577
56.8,60.3,car,13.5,38.0,18.1,3.2,mixed,2.18,7.21
100.6,79.7,car,15.4,1.0,47.9,2.7,mixed,1.62,11.674
499.4,37.4,truck,7.3,40.5,44.7,0.5,urban,3.0,158.446
101.8,103.9,car,13.5,37.3,21.7,0.7,highway,0.12,10.777
307.2,99.1,suv,8.6,30.4,28.7,0.9,highway,0.41,50.576
213.0,97.6,car,16.8,35.9,48.4,7.6,highway,0.2,18.053
443.4,113.0,bike,39.1,22.2,49.1,4.3,highway,0.43,20.301
378.8,75.1,suv,11.9,28.8,22.5,2.4,highway,0.38,37.134
300.5,87.4,truck,7.0,23.0,42.4,0.9,highway,0.48,57.14
10.3,24.2,suv,9.0,12.8,15.1,0.4,urban,4.84,3.3
440.5,52.7,suv,12.1,23.4,18.6,6.9,mixed,2.18,63.225
225.1,16.9,truck,5.5,7.9,8.2,6.7,urban,3.91,120.746
466.1,76.5,car,13.4,17.0,10.5,0.4,mixed,1.83,51.677
250.3,46.3,car,18.2,9.0,32.8,4.8,mixed,1.76,27.226
348.6,79.4,suv,9.9,1.1,25.5,1.8,highway,0.18,44.28
39.3,41.9,car,16.9,11.1,11.6,1.2,mixed,2.2,4.618
373.9,74.5,suv,8.6,37.6,20.1,4.0,highway,0.31,50.189
172.3,42.2,truck,5.3,14.1,18.7,2.9,urban,3.76,64.512
178.9,73.2,car,15.1,32.4,49.4,4.5,highway,0.39,14.994
63.7,62.8,car,20.2,3.8,42.7,0.2,mixed,1.23,5.372
77.7,100.1,suv,8.4,16.2,19.4,1.2,highway,0.15,12.461
97.0,97.8,car,16.2,0.7,45.7,1.2,highway,0.39,9.56
167.5,67.8,suv,11.2,1.9,17.1,1.2,mixed,2.17,26.045
446.5,91.5,car,19.3,25.9,33.4,2.1,highway,0.46,30.97
187.3,30.4,suv,12.0,25.4,48.3,1.0,urban,3.86,43.376
363.6,75.4,bike,50.0,5.7,19.5,1.8,mixed,1.64,13.021
46.0,70.3,suv,13.4,18.7,34.0,1.4,mixed,0.97,4.685
297.6,70.1,car,20.6,38.2,14.8,4.0,mixed,2.08,27.913
243.5,76.7,car,15.1,3.7,13.3,2.8,mixed,1.27,24.138
489.1,71.5,car,17.4,-4.0,28.7,3.2,highway,0.32,37.414
423.9,61.2,suv,13.9,27.6,49.0,0.7,mixed,0.95,46.276
230.1,20.9,truck,7.9,-2.3,22.7,1.2,urban,2.15,81.735
388.7,20.0,car,20.9,44.0,46.9,0.1,urban,3.14,64.103
100.6,109.0,bike,41.1,25.5,45.7,0.3,highway,0.17,3.719
283.4,28.9,bike,35.9,18.5,12.7,0.9,urban,4.15,21.643
41.9,37.6,suv,11.4,16.5,20.1,0.2,mixed,2.36,7.384
177.3,38.0,suv,13.2,23.7,32.2,2.8,mixed,1.96,26.711
116.8,37.5,car,16.9,-0.5,25.9,18.8,urban,2.66,17.158
360.9,77.7,car,16.8,41.5,4.8,0.3,highway,0.37,26.387
247.6,26.9,car,20.4,26.3,49.7,5.2,urban,3.64,38.135
376.8,39.8,car,15.6,4.2,37.6,0.4,mixed,2.32,54.023
260.1,68.0,car,20.6,23.1,21.9,3.3,mixed,2.02,23.557
47.8,18.3,truck,5.0,1.7,30.9,3.1,urban,4.83,29.642
369.0,71.1,bike,39.8,-4.1,4.4,7.0,highway,0.37,12.053
417.4,21.2,suv,11.2,26.5,24.8,0.4,urban,2.54,99.523
452.2,26.9,car,19.6,27.4,46.5,1.1,urban,3.22,67.806
288.1,51.3,car,13.3,24.2,44.8,0.3,mixed,2.13,38.061
378.0,16.0,suv,9.4,4.2,16.9,1.6,urban,4.37,132.813
377.3,81.8,suv,14.7,25.2,26.6,7.3,highway,0.18,30.365
82.1,33.3,truck,3.9,-2.2,34.9,4.6,urban,2.38,43.748
86.3,116.0,bike,47.0,25.5,17.0,3.9,highway,0.39,3.294
40.1,42.1,bike,47.4,22.7,3.2,2.3,mixed,1.3,1.4
163.4,18.4,suv,11.4,27.8,25.3,6.4,urban,2.79,39.129
239.4,23.7,car,18.4,39.8,30.1,1.8,urban,3.13,38.48
499.0,18.9,car,14.3,37.5,0.3,0.5,urban,3.49,103.384
218.3,40.3,bike,46.6,44.0,4.8,5.5,urban,3.03,11.665
364.5,37.4,bike,41.2,43.8,10.4,1.0,urban,2.73,20.389
348.2,69.9,truck,6.3,33.6,17.4,0.2,mixed,1.92,79.556
106.2,79.3,car,13.4,42.8,27.1,0.4,highway,0.37,9.507
34.0,79.9,car,17.7,38.4,14.7,2.8,highway,0.17,2.24
275.3,93.6,car,13.9,31.4,13.8,2.8,highway,0.33,25.992
351.7,39.0,car,14.8,-1.2,43.5,0.9,urban,2.13,54.652
499.1,70.9,bike,36.6,-2.5,7.3,3.9,highway,0.23,16.987
182.5,21.3,car,13.8,36.9,24.8,4.5,urban,4.32,40.837
448.7,38.4,bike,54.8,19.5,47.6,7.6,mixed,1.4,16.974
194.1,56.4,suv,10.0,35.7,31.3,2.6,mixed,1.08,26.617
346.3,35.4,car,21.3,10.6,35.9,4.5,urban,2.62,41.859
301.1,31.6,car,21.7,14.9,21.6,4.2,urban,4.21,45.404
31.2,97.9,truck,5.9,30.0,1.0,0.9,highway,0.23,6.904
43.8,37.1,suv,9.0,40.8,32.3,1.1,urban,2.74,9.96
15.3,69.0,car,15.7,-0.6,31.6,2.0,mixed,1.15,1.512
188.6,76.7,car,20.0,38.1,5.5,0.1,highway,0.26,10.444
374.2,41.1,car,15.7,34.7,23.1,1.1,urban,4.95,68.214
90.5,51.6,suv,8.6,10.8,45.8,1.9,mixed,2.14,17.663
304.9,54.0,truck,5.8,12.8,10.3,0.3,mixed,1.35,71.427
148.0,91.2,suv,13.9,-2.7,23.1,0.4,highway,0.4,16.117
399.5,45.0,car,20.0,-4.2,23.1,1.9,urban,4.17,62.763
400.2,71.7,suv,9.2,18.9,40.5,3.9,highway,0.28,50.481
388.8,94.1,car,18.7,-0.2,41.2,5.4,highway,0.44,33.926
264.8,62.4,bike,36.6,4.7,38.0,2.4,mixed,1.27,11.012
145.9,77.7,car,14.2,37.3,18.3,1.9,mixed,0.91,13.297
405.7,79.5,truck,7.4,23.6,3.6,1.5,mixed,0.88,68.814
97.1,92.7,car,14.5,26.7,17.5,0.6,highway,0.31,8.177
148.4,56.1,suv,9.8,4.4,34.0,0.5,mixed,0.92,22.223
96.1,33.3,car,12.0,36.4,35.1,4.7,urban,3.79,19.334
338.7,72.0,car,20.7,38.4,48.3,1.9,highway,0.28,19.951
344.7,41.5,bike,53.8,21.2,22.7,4.7,urban,2.14,14.498
328.0,119.9,car,18.3,40.6,31.6,3.7,highway,0.4,37.412
210.7,68.6,suv,13.3,37.2,27.0,0.6,mixed,2.38,29.746
54.6,28.9,car,13.5,31.6,7.5,2.1,urban,4.09,10.476
456.0,77.2,suv,11.2,31.7,23.1,1.8,highway,0.23,45.187
256.3,103.1,suv,10.5,0.3,27.2,1.7,highway,0.49,42.537
206.5,103.1,truck,3.5,8.5,47.5,2.3,highway,0.37,98.96
296.5,112.4,car,16.9,-1.7,18.3,12.1,highway,0.12,34.057
100.4,32.0,car,21.2,-4.6,49.0,5.0,urban,4.81,18.231
70.6,42.8,car,12.4,2.9,27.1,7.0,mixed,1.86,10.656
205.7,100.6,truck,4.5,39.0,12.1,0.1,highway,0.12,63.288
117.5,104.4,truck,4.0,7.0,9.6,0.5,highway,0.11,42.217
125.9,28.8,car,14.4,43.5,7.1,0.3,urban,3.45,23.259
446.8,58.5,suv,14.4,24.9,22.6,0.9,mixed,2.2,56.262
267.7,102.3,car,16.7,6.9,1.1,1.7,highway,0.28,24.639
244.3,97.9,suv,11.3,19.9,22.3,3.1,highway,0.21,28.455
346.3,22.5,bike,52.8,6.0,49.4,2.1,urban,3.13,22.423
476.0,100.6,suv,9.1,44.2,33.5,7.0,highway,0.38,83.194
60.5,106.0,bike,44.6,37.4,38.0,8.4,highway,0.31,2.176
417.6,67.4,suv,11.0,-3.7,6.0,0.5,mixed,1.49,57.913
294.1,20.9,suv,12.2,42.4,23.7,5.8,urban,3.77,74.869
77.4,19.3,suv,15.0,31.1,14.3,2.0,urban,2.6,14.604
152.1,48.6,bike,53.1,-0.9,44.7,1.8,mixed,1.41,5.45
243.8,22.1,car,16.0,28.5,9.1,4.6,urban,2.49,40.634
347.1,70.1,car,20.3,27.3,22.9,0.3,highway,0.13,18.43
125.1,22.2,car,13.7,5.9,29.4,6.4,urban,2.67,24.737
269.8,99.5,bike,30.9,32.9,25.7,3.3,highway,0.4,12.485
343.9,118.6,truck,4.0,-0.6,41.5,6.2,highway,0.4,189.826
227.1,26.9,car,15.4,19.5,11.6,15.6,urban,4.83,46.013
432.2,76.4,car,17.1,-4.5,18.9,2.2,mixed,2.5,50.698
435.4,38.6,car,18.2,43.4,39.6,0.3,mixed,1.43,45.801
238.0,26.3,car,21.1,32.6,26.4,0.5,urban,4.45,38.367
486.6,108.6,suv,11.6,2.9,20.1,1.2,highway,0.12,70.551
42.4,82.5,car,17.0,12.1,1.5,0.3,highway,0.35,3.037
6.7,78.8,truck,3.3,3.0,37.7,5.1,mixed,1.87,3.031
193.4,26.4,car,12.3,33.3,48.6,1.1,urban,2.12,35.287
302.5,35.8,truck,5.8,-2.1,31.0,11.2,urban,2.92,114.331
316.5,40.7,truck,5.2,37.0,42.8,3.6,mixed,1.4,105.239
240.8,57.8,car,20.4,42.1,25.8,0.6,mixed,1.78,22.06
66.8,58.8,truck,3.8,28.8,11.6,1.9,mixed,2.22,23.572
89.4,114.8,bike,30.7,5.6,0.7,1.9,highway,0.45,5.556
426.8,60.6,suv,11.1,13.0,32.7,2.0,mixed,0.84,52.609
434.6,35.8,car,14.4,18.9,24.7,2.3,mixed,1.37,55.177
338.6,71.3,truck,3.2,25.2,39.1,0.1,highway,0.32,117.148
333.8,20.9,truck,6.6,28.4,34.7,3.5,urban,3.16,133.402
300.9,84.3,suv,8.8,22.7,49.4,2.0,highway,0.31,44.169
105.4,60.7,suv,12.3,12.6,25.5,4.7,mixed,0.86,11.379
217.0,97.9,car,14.8,39.5,21.4,5.1,highway,0.33,21.515
349.5,24.2,bike,35.2,-0.9,14.3,0.8,urban,4.84,33.45
270.9,114.4,car,15.8,18.3,23.8,0.1,highway,0.49,29.924
14.2,63.2,car,20.0,33.8,43.6,3.6,mixed,1.71,1.233
477.0,85.8,suv,10.7,-2.0,2.1,11.4,highway,0.12,56.101
423.2,117.1,car,19.5,30.3,48.9,1.8,highway,0.48,43.843
134.0,15.3,truck,3.6,36.0,49.7,0.9,urban,2.07,95.243
310.1,66.8,suv,13.4,28.0,29.9,0.5,mixed,1.65,36.174
462.0,95.6,suv,9.7,-4.4,16.6,1.0,highway,0.29,69.759
52.5,109.5,bike,50.3,4.0,11.2,1.2,highway,0.14,1.719
254.0,78.6,truck,5.8,12.1,13.8,1.7,mixed,1.59,61.35
230.8,42.9,truck,7.6,6.7,2.5,3.2,urban,2.86,63.188
208.1,73.4,car,15.9,43.1,23.8,1.0,mixed,2.04,22.666
418.6,84.5,suv,8.5,27.6,2.9,0.2,highway,0.22,53.554
193.4,42.1,suv,8.1,9.8,35.9,1.4,urban,4.51,54.384
36.5,94.5,car,20.3,41.5,18.6,5.8,highway,0.13,2.368
37.6,72.0,car,17.2,32.0,10.0,2.1,highway,0.45,2.556
26.2,30.9,car,19.8,9.2,27.2,10.0,urban,3.18,3.822
207.5,17.5,bike,37.0,13.9,48.7,2.1,urban,4.54,19.448
360.6,37.8,car,15.5,5.0,34.8,1.0,mixed,1.24,43.886
105.8,74.3,bike,30.9,43.6,24.6,0.6,highway,0.37,3.903
325.0,40.6,bike,58.8,20.9,38.8,3.6,urban,2.69,14.556
345.1,36.2,bike,50.0,39.8,36.9,2.3,urban,4.23,21.26
131.3,63.9,truck,7.7,12.3,44.6,2.8,mixed,2.33,30.059
302.3,76.5,car,14.7,38.0,10.2,4.2,highway,0.21,22.919
344.0,117.3,truck,6.1,-2.3,42.9,3.9,highway,0.5,128.945
236.0,18.6,car,18.8,44.1,15.1,0.1,urban,2.65,37.831
171.7,27.3,car,15.2,40.6,47.0,4.9,urban,4.15,33.975
311.5,95.0,car,20.5,13.2,14.1,2.3,highway,0.24,19.966
489.0,53.8,car,21.5,33.7,46.3,1.5,mixed,1.05,38.106
216.3,75.5,bike,56.5,32.6,48.2,2.3,highway,0.11,4.297
198.9,68.1,suv,13.2,40.1,7.3,2.8,mixed,2.41,27.324
234.8,82.3,car,14.8,10.4,48.7,0.5,highway,0.4,20.56
42.7,32.7,suv,10.0,18.3,4.3,1.6,urban,3.06,9.32
278.8,39.5,suv,14.7,38.2,10.9,1.2,mixed,1.82,37.868
167.7,90.6,car,12.1,33.9,22.2,1.3,highway,0.11,16.517
65.1,68.1,bike,51.5,14.7,49.7,0.3,mixed,1.0,1.875
235.8,18.0,suv,12.9,37.3,24.4,0.5,urban,2.77,52.018
6.7,59.1,car,18.2,-2.7,27.5,0.5,mixed,1.5,0.644
203.9,15.0,bike,59.7,34.1,34.7,1.4,urban,3.44,12.882
57.3,80.6,truck,4.6,5.3,48.4,6.7,highway,0.48,17.045
17.0,97.8,bike,40.2,9.3,39.2,0.7,highway,0.19,0.594
413.1,109.4,suv,8.6,19.7,11.2,1.6,highway,0.47,77.173
458.5,85.7,truck,5.2,17.5,15.1,1.1,highway,0.27,102.071
107.8,74.2,car,14.6,21.0,4.9,4.6,highway,0.49,8.526
272.0,93.2,bike,40.3,22.2,32.2,0.2,highway,0.32,8.674
142.6,17.1,bike,55.0,11.6,9.0,0.7,urban,3.39,8.836
249.3,43.4,car,21.4,3.8,12.9,0.7,mixed,1.64,24.295
221.1,81.0,bike,35.6,33.4,44.4,14.9,highway,0.4,7.869
138.2,117.4,suv,10.6,15.0,16.3,2.5,highway,0.46,25.009
351.7,16.5,bike,57.9,20.3,28.3,0.4,urban,4.9,26.133
67.6,119.5,car,12.6,27.2,19.9,1.0,highway,0.14,9.643
31.3,110.4,truck,3.5,40.5,3.7,0.6,highway,0.27,14.101
385.0,79.4,suv,9.1,30.4,18.1,0.4,highway,0.47,46.723
334.6,62.6,suv,12.2,-2.7,20.4,4.8,mixed,0.98,41.442
251.8,56.6,car,13.5,36.9,44.8,2.1,mixed,2.01,33.238
236.6,38.5,suv,14.8,44.5,16.2,3.0,urban,4.24,49.086
251.2,42.7,car,16.5,18.6,19.0,1.2,urban,3.41,36.92
221.3,26.3,car,17.0,43.5,39.1,2.4,urban,4.35,42.764
199.5,30.2,bike,37.4,22.4,37.9,0.9,urban,4.24,15.04
252.3,25.9,truck,5.4,18.0,39.9,1.1,urban,3.81,110.022
266.6,22.7,car,18.6,11.6,47.7,3.2,urban,4.06,51.208
347.5,111.4,car,19.5,27.9,39.8,0.5,highway,0.18,29.626
357.0,78.2,car,19.5,6.5,20.4,2.9,highway,0.37,22.969
191.9,27.8,car,17.8,0.2,41.1,5.7,urban,3.91,35.299
209.7,53.5,suv,14.3,-3.6,25.4,0.4,mixed,1.35,25.69
190.0,36.4,suv,13.7,9.6,13.9,6.8,urban,2.1,29.534
270.6,65.1,suv,13.3,14.8,15.1,0.2,mixed,1.32,29.738
229.4,73.0,bike,31.7,22.6,11.2,1.3,mixed,2.47,11.715
445.4,74.7,car,12.1,9.6,7.2,2.8,highway,0.29,42.073
349.7,38.4,car,14.1,44.2,9.2,2.5,urban,4.06,61.385
449.8,34.2,bike,49.9,9.6,3.2,0.3,urban,4.38,28.789
356.0,46.9,car,16.1,17.0,44.4,4.8,mixed,0.87,33.4
485.6,40.7,suv,10.8,0.2,46.6,10.9,mixed,1.21,87.042
319.7,16.1,bike,56.5,8.0,29.3,0.6,urban,4.8,24.531
482.0,73.9,car,21.0,-2.6,42.0,6.8,highway,0.16,29.433
83.3,48.2,car,21.1,23.0,9.2,2.4,mixed,2.26,8.174
31.0,82.4,bike,39.4,32.6,45.1,8.2,highway,0.15,0.926
291.7,53.7,car,18.9,4.8,25.3,0.6,mixed,1.17,24.926
491.8,40.3,truck,4.4,13.4,3.4,4.7,mixed,1.48,178.042
211.7,40.1,suv,9.3,-4.2,7.1,0.2,urban,2.81,49.193
110.0,35.0,truck,3.9,37.0,15.4,6.4,urban,2.73,50.031
263.2,23.0,car,15.4,34.0,2.2,3.4,urban,4.98,55.583
326.2,18.5,bike,42.9,-1.8,15.5,1.4,urban,2.59,23.575
161.0,93.2,car,20.3,13.2,3.0,0.6,highway,0.18,9.675
358.8,63.8,car,13.2,42.8,11.8,5.1,mixed,1.98,42.118
487.7,71.6,suv,13.1,14.6,13.3,2.8,mixed,0.99,49.428
449.0,50.7,bike,45.9,21.3,49.7,1.3,mixed,1.76,17.842
149.3,118.9,car,14.9,12.8,11.8,1.8,highway,0.39,18.964
166.7,42.7,car,16.9,24.8,12.0,5.3,mixed,1.53,17.153
188.9,49.0,car,15.0,43.9,34.3,1.2,mixed,1.88,23.72
200.3,74.3,suv,12.2,44.9,43.0,0.3,highway,0.21,19.966
54.7,99.6,car,16.3,33.7,19.4,7.3,highway,0.25,4.521
382.2,107.9,car,13.6,15.2,43.8,1.5,highway,0.14,44.818
185.8,71.7,car,13.2,19.7,17.0,1.3,mixed,0.84,17.037
440.5,26.1,car,17.5,12.8,9.9,0.7,urban,4.3,76.83
463.8,72.3,suv,14.3,44.3,16.5,6.8,mixed,0.99,47.383
17.1,108.4,truck,4.7,30.4,30.5,0.7,highway,0.2,5.524
494.3,43.3,truck,6.7,17.4,18.4,3.0,mixed,1.18,112.415
356.5,114.0,suv,12.6,-4.4,33.6,6.4,highway,0.23,56.241
262.6,34.4,car,21.3,21.0,11.8,0.1,urban,3.39,34.32
197.8,42.5,suv,13.7,44.2,35.0,5.3,urban,3.61,36.589
261.7,98.4,car,17.7,21.2,17.4,1.6,highway,0.42,20.95
165.7,51.0,car,18.6,4.1,22.8,3.2,mixed,2.26,18.286
313.2,104.9,suv,14.3,-3.9,27.9,1.4,highway,0.31,38.114
51.0,18.0,bike,42.0,12.7,34.3,3.6,urban,3.1,3.689
312.5,35.5,truck,4.6,40.9,11.9,0.9,urban,3.18,131.066
141.3,22.6,car,12.1,44.8,41.8,0.1,urban,4.09,35.342
13.7,84.1,suv,13.8,42.3,36.1,8.9,highway,0.11,1.251
278.6,83.1,suv,13.6,31.5,11.7,0.0,highway,0.48,24.645
291.3,47.8,truck,3.5,22.9,48.7,5.2,mixed,2.28,136.142
216.2,105.5,suv,12.0,24.5,33.2,0.6,highway,0.24,26.39
40.8,63.4,suv,11.2,21.9,22.6,1.5,mixed,1.78,5.572
447.2,45.9,bike,33.6,30.4,7.9,5.2,mixed,1.53,21.665
307.7,104.7,car,21.8,15.9,26.7,0.7,highway,0.33,22.025
62.3,82.5,car,14.1,28.5,8.2,6.0,highway,0.32,4.977
257.9,28.8,suv,8.5,1.1,21.5,2.1,urban,3.55,75.479
251.1,52.6,car,17.9,8.3,20.4,1.4,mixed,2.49,28.501
34.9,67.6,suv,13.2,36.8,36.0,3.3,mixed,1.11,3.901
305.4,19.7,bike,31.0,40.2,9.6,1.3,urban,3.54,27.42
405.1,36.1,bike,49.8,22.0,41.1,1.3,mixed,2.28,18.928
375.8,118.2,suv,11.7,-3.4,16.3,4.0,highway,0.47,68.74
105.5,62.5,bike,33.1,41.3,22.2,1.1,mixed,1.61,5.042
431.8,49.3,bike,35.2,30.1,38.6,0.7,mixed,1.03,18.04
174.6,110.4,bike,47.0,15.7,31.3,4.9,highway,0.21,5.911
473.5,114.7,truck,4.5,24.9,15.4,4.9,highway,0.12,169.967
40.5,70.6,suv,14.6,16.5,19.3,2.1,highway,0.15,2.98
245.7,118.3,car,20.2,18.3,15.3,2.2,highway,0.49,23.346
300.6,45.2,car,21.8,39.3,29.7,3.6,mixed,2.49,31.116
127.6,28.0,car,14.6,3.1,16.6,2.1,urban,3.68,24.22
386.8,76.4,suv,14.8,0.2,36.3,1.6,highway,0.14,34.087
315.3,89.8,suv,11.0,-4.9,29.0,15.8,highway,0.39,42.14
14.0,66.8,car,15.5,10.7,7.3,0.5,mixed,0.89,1.218
306.1,41.6,car,12.5,2.4,15.5,2.7,urban,4.96,63.111
248.3,22.0,bike,31.6,6.0,11.1,6.5,urban,3.6,23.046
102.0,110.3,suv,12.8,-4.4,19.5,3.5,highway,0.19,14.686
497.9,42.3,suv,11.2,6.4,25.8,6.4,mixed,2.4,93.761
449.1,37.9,car,14.3,11.6,25.3,1.2,mixed,1.13,52.26
149.8,78.7,bike,48.4,-3.4,37.7,1.0,highway,0.27,4.128
272.8,99.5,bike,37.6,25.4,9.5,5.7,highway,0.19,9.562
161.7,82.7,truck,5.9,23.4,47.3,1.5,highway,0.31,33.518
388.9,82.9,car,15.6,-0.1,17.1,3.7,highway,0.2,32.004
465.5,43.1,suv,13.8,24.8,15.0,0.5,urban,3.38,79.569
182.6,73.2,suv,13.7,44.9,34.3,4.2,mixed,2.09,25.342
